Time:20150623060859,LShift
Time:20150623061345,LButton
Time:20150623061346,WheelUp
Time:20150623061346,WheelUp
Time:20150623061346,WheelUp
Time:20150623061346,WheelUp
Time:20150623061346,WheelUp
Time:20150623061348,WheelUp
Time:20150623061348,WheelUp
Time:20150623061348,WheelUp
Time:20150623061348,WheelUp
Time:20150623061349,WheelDown
Time:20150623061349,WheelDown
Time:20150623061349,WheelDown
Time:20150623061349,WheelDown
Time:20150623061349,WheelDown
Time:20150623061349,WheelDown
Time:20150623061350,WheelDown
Time:20150623061350,WheelDown
Time:20150623061350,WheelDown
Time:20150623061350,WheelDown
Time:20150623061350,WheelDown
Time:20150623061350,WheelDown
Time:20150623061352,WheelDown
Time:20150623061352,WheelDown
Time:20150623061352,WheelDown
Time:20150623061352,WheelDown
Time:20150623061352,WheelDown
Time:20150623061352,WheelDown
Time:20150623061352,WheelDown
Time:20150623061354,LButton
Time:20150623061354,LButton
Time:20150623061355,LButton
Time:20150623061356,LButton
Time:20150623061356,LButton
Time:20150623061357,LButton
Time:20150623061358,LButton
Time:20150623061358,LButton
Time:20150623061405,WheelDown
Time:20150623061405,WheelDown
Time:20150623061405,WheelDown
Time:20150623061405,WheelDown
Time:20150623061405,WheelDown
Time:20150623061405,WheelDown
Time:20150623061405,WheelDown
Time:20150623061406,WheelUp
Time:20150623061406,WheelUp
Time:20150623061407,WheelUp
Time:20150623061407,WheelUp
Time:20150623061407,WheelUp
Time:20150623061407,WheelUp
Time:20150623061410,LButton
Time:20150623061411,LButton
Time:20150623061420,RShift
Time:20150623061431,RControl
Time:20150623061432,Space
Time:20150623061432,a
Time:20150623061433,Space
Time:20150623061433,a
Time:20150623061437,Space
Time:20150623061438,a
Time:20150623061441,LShift
Time:20150623061442,RShift
Time:20150623061442,LControl
Time:20150623061443,RShift
Time:20150623061444,LControl
Time:20150623061444,RShift
Time:20150623061449,RShift
Time:20150623061450,RShift
Time:20150623061453,RShift
Time:20150623143243,RButton
Time:20150623143255,LButton
Time:20150623143256,LButton
Time:20150624135348,RButton
Time:20150624135411,LButton
Time:20150624135411,WheelUp
Time:20150624135411,WheelUp
Time:20150624135411,WheelUp
Time:20150624135411,WheelUp
Time:20150624135411,WheelUp
Time:20150624135411,WheelUp
Time:20150624135411,WheelUp
Time:20150624135411,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135412,WheelUp
Time:20150624135424,LButton
Time:20150624135426,LButton
Time:20150624135429,Return
Time:20150624135431,LButton
Time:20150624135432,LButton
Time:20150624135434,LButton
Time:20150624135434,LButton
Time:20150624135435,LButton
Time:20150624135437,LButton
Time:20150624135438,LButton
Time:20150624135439,LButton
Time:20150624135439,LButton
Time:20150624135441,LButton
Time:20150624135441,LButton
Time:20150624135441,LButton
Time:20150624135441,LButton
Time:20150624135441,LButton
Time:20150624135442,LButton
Time:20150624135442,LButton
Time:20150624135442,LButton
Time:20150624135443,LButton
Time:20150624135446,LButton
Time:20150624135447,LButton
Time:20150624135449,XButton1
Time:20150624135450,LButton
Time:20150624135450,LButton
Time:20150624135452,LButton
Time:20150624135452,LButton
Time:20150624135453,LButton
Time:20150624135454,LButton
Time:20150624135509,LButton
Time:20150624135512,LButton
Time:20150624135514,LButton
Time:20150624135515,LButton
Time:20150624135517,LButton
Time:20150624135517,LButton
Time:20150624135521,LButton
Time:20150624135528,Return
Time:20150624135530,LButton
Time:20150624135536,WheelDown
Time:20150624135536,WheelDown
Time:20150624135536,WheelDown
Time:20150624135539,LButton
Time:20150624135542,LButton
Time:20150624135545,LButton
Time:20150624135601,LButton
Time:20150624135616,LButton
Time:20150624135617,WheelUp
Time:20150624135618,LButton
Time:20150624135619,WheelDown
Time:20150624135619,WheelDown
Time:20150624135619,WheelDown
Time:20150624135620,WheelUp
Time:20150624135620,WheelUp
Time:20150624135620,WheelUp
Time:20150624135620,WheelUp
Time:20150624135620,WheelUp
Time:20150624135620,WheelUp
Time:20150624135620,XButton1
Time:20150624135621,LButton
Time:20150624135623,r
Time:20150624135625,a
Time:20150624135625,Space
Time:20150624135626,a
Time:20150624135627,Return
Time:20150624135629,LButton
Time:20150624135631,LButton
Time:20150624135633,LButton
Time:20150624135634,LButton
Time:20150624135636,LButton
Time:20150624135637,LButton
Time:20150624135639,LButton
Time:20150624135642,LButton
Time:20150624135643,XButton1
Time:20150624135646,WheelDown
Time:20150624135646,WheelDown
Time:20150624135646,WheelDown
Time:20150624135651,WheelDown
Time:20150624135651,WheelDown
Time:20150624135653,LButton
Time:20150624135653,LButton
Time:20150624135702,LButton
Time:20150624135704,LButton
Time:20150624135705,LButton
Time:20150624135706,LButton
Time:20150624135706,LButton
Time:20150624135707,LButton
Time:20150624135708,LButton
Time:20150624135708,LButton
Time:20150624135719,LButton
Time:20150624135720,XButton1
Time:20150624135723,LButton
Time:20150624135724,LButton
Time:20150624135726,LButton
Time:20150624135733,LButton
Time:20150624135733,WheelDown
Time:20150624135733,WheelDown
Time:20150624135737,LButton
Time:20150624135740,LButton
Time:20150624135741,XButton1
Time:20150624135741,XButton1
Time:20150624135743,XButton1
Time:20150624135747,LButton
Time:20150624135752,LButton
Time:20150624135756,LButton
Time:20150624135757,LButton
Time:20150624135758,LButton
Time:20150624135800,LButton
Time:20150624135802,LButton
Time:20150624135803,LButton
Time:20150624135804,LButton
Time:20150624135805,LButton
Time:20150624135806,LButton
Time:20150624135807,LButton
Time:20150624135809,LButton
Time:20150624135814,LButton
Time:20150624135816,LButton
Time:20150624135818,LButton
Time:20150624135818,XButton1
Time:20150624135819,WheelDown
Time:20150624135821,WheelDown
Time:20150624135823,LButton
Time:20150624135823,LButton
Time:20150624135824,LButton
Time:20150624135825,LButton
Time:20150624135827,LButton
Time:20150624135828,a
Time:20150624135829,r
Time:20150624135829,a
Time:20150624135830,Space
Time:20150624135831,w
Time:20150624135831,a
Time:20150624135831,Return
Time:20150624135833,LButton
Time:20150624135838,LButton
Time:20150624135846,WheelDown
Time:20150624135846,WheelDown
Time:20150624135846,WheelDown
Time:20150624135847,XButton1
Time:20150624135850,WheelDown
Time:20150624135850,WheelDown
Time:20150624135850,WheelDown
Time:20150624135850,WheelDown
Time:20150624135850,WheelDown
Time:20150624135850,WheelDown
Time:20150624135852,LButton
Time:20150624135854,LButton
Time:20150624135856,WheelDown
Time:20150624135856,WheelDown
Time:20150624135856,WheelDown
Time:20150624135856,WheelDown
Time:20150624135901,WheelDown
Time:20150624135901,WheelDown
Time:20150624135901,WheelDown
Time:20150624135902,XButton1
Time:20150624135905,LButton
Time:20150624135915,WheelDown
Time:20150624135917,LButton
Time:20150624135920,LButton
Time:20150624135926,LButton
Time:20150624135927,XButton1
Time:20150624135928,WheelUp
Time:20150624135928,WheelUp
Time:20150624135928,WheelUp
Time:20150624135928,WheelUp
Time:20150624135928,WheelUp
Time:20150624135929,WheelUp
Time:20150624135931,LButton
Time:20150624135933,LButton
Time:20150624135936,WheelUp
Time:20150624135938,LButton
Time:20150624135942,LButton
Time:20150624135951,LButton
Time:20150624135952,LButton
Time:20150624135955,LButton
Time:20150624135957,LButton
Time:20150624135958,LButton
Time:20150624135959,LButton
Time:20150624140010,LButton
Time:20150624140018,LButton
Time:20150624140022,RButton
Time:20150624140024,LButton
Time:20150624140024,RButton
Time:20150624140025,WheelDown
Time:20150624140025,RButton
Time:20150624140026,WheelUp
Time:20150624140026,WheelUp
Time:20150624140027,XButton1
Time:20150624140037,LButton
Time:20150624140042,LButton
Time:20150624140042,WheelUp
Time:20150624140042,WheelUp
Time:20150624140044,LButton
Time:20150624140045,LButton
Time:20150624140046,LButton
Time:20150624140102,LButton
Time:20150624140105,WheelDown
Time:20150624140105,WheelDown
Time:20150624140105,WheelDown
Time:20150624140105,WheelDown
Time:20150624140105,WheelDown
Time:20150624140105,WheelDown
Time:20150624140105,WheelDown
Time:20150624140105,WheelDown
Time:20150624140119,WheelUp
Time:20150624140119,WheelUp
Time:20150624140119,WheelUp
Time:20150624140119,WheelUp
Time:20150624140125,LButton
Time:20150624140130,LButton
Time:20150624140134,WheelUp
Time:20150624140134,WheelUp
Time:20150624140138,WheelDown
Time:20150624140138,WheelDown
Time:20150624140145,WheelDown
Time:20150624140145,WheelDown
Time:20150624140145,WheelDown
Time:20150624140148,WheelUp
Time:20150624140148,WheelUp
Time:20150624140148,WheelUp
Time:20150624140149,WheelDown
Time:20150624140149,WheelDown
Time:20150624140149,WheelDown
Time:20150624140149,WheelDown
Time:20150624140150,WheelDown
Time:20150624140150,WheelDown
Time:20150624140150,WheelDown
Time:20150624140150,WheelDown
Time:20150624140151,XButton1
Time:20150624140154,LButton
Time:20150624140157,WheelDown
Time:20150624140157,WheelDown
Time:20150624140157,WheelDown
Time:20150624140157,WheelDown
Time:20150624140157,WheelDown
Time:20150624140203,WheelDown
Time:20150624140203,WheelDown
Time:20150624140203,WheelDown
Time:20150624140205,WheelDown
Time:20150624140205,WheelDown
Time:20150624140205,WheelDown
Time:20150624140205,WheelDown
Time:20150624140206,LButton
Time:20150624140206,LButton
Time:20150624140207,LButton
Time:20150624140210,LButton
Time:20150624140212,LButton
Time:20150624140214,WheelDown
Time:20150624140214,WheelDown
Time:20150624140215,WheelDown
Time:20150624140215,WheelDown
Time:20150624140215,WheelDown
Time:20150624140215,WheelDown
Time:20150624140217,WheelUp
Time:20150624140217,WheelUp
Time:20150624140217,WheelUp
Time:20150624140217,WheelUp
Time:20150624140217,WheelUp
Time:20150624140219,LButton
Time:20150624140220,LButton
Time:20150624140221,LButton
Time:20150624140221,LButton
Time:20150624140221,LButton
Time:20150624140221,LButton
Time:20150624140223,LButton
Time:20150624140223,LButton
Time:20150624140223,LButton
Time:20150624140226,LButton
Time:20150624140227,LButton
Time:20150624140228,LButton
Time:20150624140232,WheelDown
Time:20150624140232,WheelDown
Time:20150624140232,WheelDown
Time:20150624140232,WheelDown
Time:20150624140233,WheelDown
Time:20150624140233,WheelDown
Time:20150624140233,WheelDown
Time:20150624140233,WheelDown
Time:20150624140345,LButton
Time:20150624140346,WheelUp
Time:20150624140346,WheelUp
Time:20150624140346,WheelUp
Time:20150624140346,WheelUp
Time:20150624140348,WheelUp
Time:20150624140348,WheelUp
Time:20150624140348,WheelUp
Time:20150624140351,LButton
Time:20150624140559,LButton
Time:20150624140601,LButton
Time:20150624140607,LButton
Time:20150624140621,WheelDown
Time:20150624140621,WheelDown
Time:20150624140622,WheelUp
Time:20150624140622,WheelUp
Time:20150624140627,WheelDown
Time:20150624140627,WheelDown
Time:20150624140627,WheelDown
Time:20150624140627,WheelDown
Time:20150624140634,WheelDown
Time:20150624140634,WheelUp
Time:20150624140634,WheelUp
Time:20150624140634,WheelUp
Time:20150624140634,WheelUp
Time:20150624140634,WheelUp
Time:20150624140635,WheelUp
Time:20150624140638,LButton
Time:20150624140644,LButton
Time:20150624140652,LButton
Time:20150624140656,LButton
Time:20150624140700,LButton
Time:20150624140702,LButton
Time:20150624140703,LButton
Time:20150624140705,LButton
Time:20150624140709,WheelDown
Time:20150624140709,WheelDown
Time:20150624140709,WheelDown
Time:20150624140710,WheelUp
Time:20150624140710,WheelUp
Time:20150624140717,LButton
Time:20150624140717,LButton
Time:20150624140718,LButton
Time:20150624140719,LButton
Time:20150624140719,LButton
Time:20150624140720,LButton
Time:20150624140720,LButton
Time:20150624140721,LButton
Time:20150624140723,LButton
Time:20150624140724,WheelUp
Time:20150624140724,WheelUp
Time:20150624140730,LButton
Time:20150624140731,WheelUp
Time:20150624140731,WheelDown
Time:20150624140731,WheelDown
Time:20150624140731,WheelDown
Time:20150624140731,WheelDown
Time:20150624140734,RButton
Time:20150624140736,LButton
Time:20150624140737,LButton
Time:20150624140740,WheelDown
Time:20150624140740,WheelDown
Time:20150624140740,WheelDown
Time:20150624140740,WheelDown
Time:20150624140744,LButton
Time:20150624140748,WheelDown
Time:20150624140748,WheelDown
Time:20150624140748,WheelDown
Time:20150624140750,LButton
Time:20150624140751,WheelDown
Time:20150624140751,WheelDown
Time:20150624140751,WheelDown
Time:20150624140752,LButton
Time:20150624140756,RButton
Time:20150624140756,XButton1
Time:20150624140757,WheelUp
Time:20150624140757,WheelUp
Time:20150624140757,WheelUp
Time:20150624140757,WheelUp
Time:20150624140757,WheelUp
Time:20150624140758,RButton
Time:20150624140758,WheelUp
Time:20150624140758,WheelDown
Time:20150624140759,WheelDown
Time:20150624140800,LButton
Time:20150624140806,WheelDown
Time:20150624140807,LButton
Time:20150624140808,LButton
Time:20150624140809,LButton
Time:20150624140810,LButton
Time:20150624140811,LButton
Time:20150624140814,LButton
Time:20150624140815,LButton
Time:20150624140816,LButton
Time:20150624140818,LButton
Time:20150624140819,LButton
Time:20150624140820,LButton
Time:20150624140821,LButton
Time:20150624140822,LButton
Time:20150624140823,LButton
Time:20150624140826,WheelUp
Time:20150624140826,WheelUp
Time:20150624140826,WheelUp
Time:20150624140826,WheelUp
Time:20150624140831,LButton
Time:20150624140835,LButton
Time:20150624140845,LButton
Time:20150624140850,WheelDown
Time:20150624140850,WheelDown
Time:20150624140850,WheelDown
Time:20150624140852,WheelDown
Time:20150624140852,WheelUp
Time:20150624140852,WheelUp
Time:20150624140852,WheelUp
Time:20150624140852,WheelUp
Time:20150624140854,LButton
Time:20150624140856,WheelDown
Time:20150624140856,WheelDown
Time:20150624140856,WheelDown
Time:20150624140857,WheelDown
Time:20150624140857,WheelDown
Time:20150624140857,WheelDown
Time:20150624140857,WheelDown
Time:20150624140857,WheelDown
Time:20150624140859,WheelUp
Time:20150624140859,WheelUp
Time:20150624140859,WheelUp
Time:20150624140859,WheelDown
Time:20150624140859,WheelDown
Time:20150624140859,WheelDown
Time:20150624140900,WheelUp
Time:20150624140900,WheelUp
Time:20150624140900,WheelUp
Time:20150624140900,WheelUp
Time:20150624140900,WheelUp
Time:20150624140900,WheelUp
Time:20150624140905,WheelUp
Time:20150624140905,WheelUp
Time:20150624140909,WheelUp
Time:20150624140909,WheelUp
Time:20150624140909,WheelUp
Time:20150624140909,WheelUp
Time:20150624140909,WheelUp
Time:20150624140910,RButton
Time:20150624140911,WheelUp
Time:20150624140911,WheelDown
Time:20150624140912,RButton
Time:20150624140912,WheelUp
Time:20150624140914,LButton
Time:20150624140915,RButton
Time:20150624140916,WheelDown
Time:20150624140918,LButton
Time:20150624140929,LButton
Time:20150624140931,LButton
Time:20150624140937,LButton
Time:20150624140939,LButton
Time:20150624140941,LButton
Time:20150624140942,XButton1
Time:20150624140943,LButton
Time:20150624140944,LButton
Time:20150624140945,LButton
Time:20150624140947,LButton
Time:20150624140947,XButton1
Time:20150624140949,LButton
Time:20150624140950,WheelDown
Time:20150624140950,WheelDown
Time:20150624140951,LButton
Time:20150624140951,LButton
Time:20150624140953,XButton1
Time:20150624140954,WheelDown
Time:20150624140954,WheelDown
Time:20150624140955,LButton
Time:20150624140956,LButton
Time:20150624140957,LButton
Time:20150624140957,LButton
Time:20150624140959,RButton
Time:20150624141001,LButton
Time:20150624141001,LButton
Time:20150624141002,LButton
Time:20150624141003,LButton
Time:20150624141005,WheelDown
Time:20150624141005,WheelDown
Time:20150624141005,WheelDown
Time:20150624141005,WheelDown
Time:20150624141005,WheelDown
Time:20150624141005,WheelDown
Time:20150624141005,LButton
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141006,WheelDown
Time:20150624141008,LButton
Time:20150624141009,LButton
Time:20150624141009,WheelUp
Time:20150624141009,WheelUp
Time:20150624141011,LButton
Time:20150624141013,LButton
Time:20150624141014,LButton
Time:20150624141022,LButton
Time:20150624141024,LButton
Time:20150624141025,LButton
Time:20150624141025,LButton
Time:20150624141026,LButton
Time:20150624141033,LButton
Time:20150624141037,LButton
Time:20150624141039,LButton
Time:20150624141039,LButton
Time:20150624141040,LButton
Time:20150624141040,LButton
Time:20150624141048,LButton
Time:20150624141049,LButton
Time:20150624141051,LButton
Time:20150624141053,LButton
Time:20150624141055,LButton
Time:20150624141057,WheelDown
Time:20150624141059,LButton
Time:20150624141103,RButton
Time:20150624141103,WheelUp
Time:20150624141104,WheelDown
Time:20150624141105,WheelDown
Time:20150624141105,WheelDown
Time:20150624141107,WheelDown
Time:20150624141107,WheelDown
Time:20150624141107,WheelDown
Time:20150624141109,WheelDown
Time:20150624141109,WheelDown
Time:20150624141109,WheelDown
Time:20150624141111,WheelUp
Time:20150624141111,WheelUp
Time:20150624141111,WheelUp
Time:20150624141111,WheelUp
Time:20150624141111,WheelUp
Time:20150624141112,LButton
Time:20150624141113,RButton
Time:20150624141113,WheelUp
Time:20150624141113,WheelUp
Time:20150624141114,XButton1
Time:20150624141115,XButton2
Time:20150624141116,RButton
Time:20150624141117,XButton1
Time:20150624141118,XButton1
Time:20150624141123,LButton
Time:20150624141124,LButton
Time:20150624141124,LButton
Time:20150624141125,LButton
Time:20150624141125,WheelDown
Time:20150624141125,WheelDown
Time:20150624141125,WheelDown
Time:20150624141125,WheelDown
Time:20150624141125,WheelDown
Time:20150624141126,WheelDown
Time:20150624141126,WheelDown
Time:20150624141128,WheelDown
Time:20150624141131,WheelDown
Time:20150624141133,WheelDown
Time:20150624141133,WheelDown
Time:20150624141143,WheelDown
Time:20150624141143,WheelDown
Time:20150624141156,WheelUp
Time:20150624141157,LButton
Time:20150624141158,LButton
Time:20150624141200,LButton
Time:20150624141206,RButton
Time:20150624141206,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141207,WheelUp
Time:20150624141214,LButton
Time:20150624141218,LButton
Time:20150624141219,LButton
Time:20150624141219,LButton
Time:20150624141221,LButton
Time:20150624141222,LButton
Time:20150624141223,WheelDown
Time:20150624141223,WheelDown
Time:20150624141223,WheelDown
Time:20150624141223,WheelDown
Time:20150624141223,WheelDown
Time:20150624141226,WheelDown
Time:20150624141226,WheelDown
Time:20150624141226,WheelDown
Time:20150624141228,WheelUp
Time:20150624141228,WheelUp
Time:20150624141228,WheelUp
Time:20150624141229,WheelUp
Time:20150624141229,WheelUp
Time:20150624141229,WheelUp
Time:20150624141229,WheelUp
Time:20150624141230,WheelUp
Time:20150624141251,WheelDown
Time:20150624141251,WheelDown
Time:20150624141252,WheelUp
Time:20150624141252,WheelUp
Time:20150624141253,WheelUp
Time:20150624141253,WheelUp
Time:20150624141254,LButton
Time:20150624141255,RButton
Time:20150624141255,LButton
Time:20150624141256,LButton
Time:20150624141256,RButton
Time:20150624141257,LButton
Time:20150624141258,LButton
Time:20150624141308,LButton
Time:20150624141311,LButton
Time:20150624141317,LButton
Time:20150624141317,LButton
Time:20150624141318,LButton
Time:20150624141319,LButton
Time:20150624141320,LButton
Time:20150624141321,LButton
Time:20150624141321,LButton
Time:20150624141322,LButton
Time:20150624141323,LButton
Time:20150624141323,LButton
Time:20150624141327,LButton
Time:20150624141328,LButton
Time:20150624141328,LButton
Time:20150624141329,LButton
Time:20150624141330,LButton
Time:20150624141330,LButton
Time:20150624141331,LButton
Time:20150624141331,LButton
Time:20150624141332,LButton
Time:20150624141332,LButton
Time:20150624141333,LButton
Time:20150624141336,LButton
Time:20150624141337,LButton
Time:20150624141338,LButton
Time:20150624141339,LButton
Time:20150624141340,WheelDown
Time:20150624141340,WheelDown
Time:20150624141340,WheelDown
Time:20150624141340,WheelDown
Time:20150624141342,WheelUp
Time:20150624141342,WheelUp
Time:20150624141342,WheelUp
Time:20150624141342,WheelUp
Time:20150624141342,WheelUp
Time:20150624141342,WheelUp
Time:20150624141342,WheelUp
Time:20150624141358,LButton
Time:20150624141406,LButton
Time:20150624141407,LButton
Time:20150624141408,LButton
Time:20150624141410,LButton
Time:20150624141412,LButton
Time:20150624141412,LButton
Time:20150624141414,LButton
Time:20150624141414,WheelDown
Time:20150624141414,WheelDown
Time:20150624141414,WheelDown
Time:20150624141415,WheelDown
Time:20150624141415,WheelDown
Time:20150624141416,WheelDown
Time:20150624141527,WheelDown
Time:20150624141527,LButton
Time:20150624141528,LButton
Time:20150624141530,LButton
Time:20150624141530,WheelDown
Time:20150624141530,WheelDown
Time:20150624141530,WheelDown
Time:20150624141530,WheelDown
Time:20150624141534,WheelDown
Time:20150624141534,WheelDown
Time:20150624141542,WheelDown
Time:20150624141542,WheelDown
Time:20150624141542,WheelDown
Time:20150624141542,WheelDown
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141543,WheelUp
Time:20150624141544,WheelUp
Time:20150624141544,WheelUp
Time:20150624141544,WheelUp
Time:20150624141544,WheelUp
Time:20150624141544,WheelUp
Time:20150624141544,WheelUp
Time:20150624141545,XButton1
Time:20150624141548,XButton1
Time:20150624141550,WheelDown
Time:20150624141550,WheelDown
Time:20150624141618,WheelDown
Time:20150624141618,WheelDown
Time:20150624141621,LButton
Time:20150624141627,WheelDown
Time:20150624141627,WheelDown
Time:20150624141627,WheelDown
Time:20150624141629,WheelDown
Time:20150624141641,WheelDown
Time:20150624141641,WheelDown
Time:20150624141642,WheelDown
Time:20150624141642,WheelDown
Time:20150624141646,WheelDown
Time:20150624141646,WheelDown
Time:20150624141646,WheelDown
Time:20150624141648,LButton
Time:20150624141649,LButton
Time:20150624141650,RButton
Time:20150624141650,WheelDown
Time:20150624141651,XButton1
Time:20150624141656,LButton
Time:20150624141658,LButton
Time:20150624141659,RButton
Time:20150624141659,WheelUp
Time:20150624141701,RButton
Time:20150624141702,XButton1
Time:20150624141705,LButton
Time:20150624141707,LButton
Time:20150624141709,WheelDown
Time:20150624141709,WheelDown
Time:20150624141709,WheelDown
Time:20150624141710,LButton
Time:20150624141710,WheelUp
Time:20150624141710,WheelUp
Time:20150624141711,LButton
Time:20150624141713,LButton
Time:20150624141714,LButton
Time:20150624141717,LButton
Time:20150624141723,LButton
Time:20150624141731,LButton
Time:20150624141733,LButton
Time:20150624141735,LButton
Time:20150624141736,LButton
Time:20150624141738,LButton
Time:20150624141739,LButton
Time:20150624141740,LButton
Time:20150624141742,LButton
Time:20150624141744,LButton
Time:20150624141745,LButton
Time:20150624141745,LButton
Time:20150624141746,LButton
Time:20150624141746,LButton
Time:20150624141747,LButton
Time:20150624141748,LButton
Time:20150624141753,LButton
Time:20150624141754,WheelDown
Time:20150624141754,WheelDown
Time:20150624141754,WheelDown
Time:20150624141755,WheelUp
Time:20150624141755,WheelUp
Time:20150624141755,WheelUp
Time:20150624141756,WheelUp
Time:20150624141756,WheelUp
Time:20150624141756,WheelUp
Time:20150624141757,LButton
Time:20150624141758,WheelUp
Time:20150624141758,WheelDown
Time:20150624141800,LButton
Time:20150624141801,LButton
Time:20150624141802,LButton
Time:20150624141802,LButton
Time:20150624141802,LButton
Time:20150624141804,LButton
Time:20150624141804,LButton
Time:20150624141804,LButton
Time:20150624141805,LButton
Time:20150624141806,LButton
Time:20150624141806,LButton
Time:20150624141807,LButton
Time:20150624141807,LButton
Time:20150624141807,LButton
Time:20150624141808,LButton
Time:20150624141808,LButton
Time:20150624141809,LButton
Time:20150624141810,LButton
Time:20150624141810,LButton
Time:20150624141811,LButton
Time:20150624141813,LButton
Time:20150624141814,LButton
Time:20150624141814,LButton
Time:20150624141818,LButton
Time:20150624141820,LButton
Time:20150624141826,LButton
Time:20150624141827,LButton
Time:20150624141831,LButton
Time:20150624141837,LButton
Time:20150624141838,LButton
Time:20150624141839,LButton
Time:20150624141840,LButton
Time:20150624141842,LButton
Time:20150624141844,LButton
Time:20150624141844,LButton
Time:20150624141853,LButton
Time:20150624141856,LButton
Time:20150624141859,LButton
Time:20150624141900,LButton
Time:20150624141901,LButton
Time:20150624141902,LButton
Time:20150624141904,LButton
Time:20150624141907,LButton
Time:20150624141908,LButton
Time:20150624141911,LButton
Time:20150624141913,LButton
Time:20150624141915,LButton
Time:20150624141916,LButton
Time:20150624141916,LButton
Time:20150624141916,LButton
Time:20150624141916,LButton
Time:20150624141917,LButton
Time:20150624141917,LButton
Time:20150624141917,LButton
Time:20150624141917,LButton
Time:20150624141917,LButton
Time:20150624141917,LButton
Time:20150624141918,LButton
Time:20150624141918,LButton
Time:20150624141919,LButton
Time:20150624141919,LButton
Time:20150624141919,LButton
Time:20150624141919,LButton
Time:20150624141919,LButton
Time:20150624141919,LButton
Time:20150624141920,LButton
Time:20150624141920,LButton
Time:20150624141920,LButton
Time:20150624141920,LButton
Time:20150624141920,LButton
Time:20150624141921,LButton
Time:20150624141921,LButton
Time:20150624141927,LButton
Time:20150624141929,LButton
Time:20150624141929,LButton
Time:20150624141931,LButton
Time:20150624141934,LButton
Time:20150624141937,LButton
Time:20150624141938,LButton
Time:20150624141943,LButton
Time:20150624141945,LButton
Time:20150624141951,RButton
Time:20150624141952,WheelUp
Time:20150624141952,RButton
Time:20150624141952,WheelUp
Time:20150624141953,WheelDown
Time:20150624141953,LButton
Time:20150624141954,LButton
Time:20150624141955,LButton
Time:20150624141956,LButton
Time:20150624141956,LButton
Time:20150624141957,RButton
Time:20150624141957,WheelDown
Time:20150624142001,LButton
Time:20150624142015,LButton
Time:20150624142015,LButton
Time:20150624142017,LButton
Time:20150624142018,LButton
Time:20150624142018,WheelDown
Time:20150624142018,WheelDown
Time:20150624142019,WheelDown
Time:20150624142019,WheelUp
Time:20150624142019,WheelUp
Time:20150624142019,WheelUp
Time:20150624142019,WheelUp
Time:20150624142019,WheelUp
Time:20150624142019,WheelUp
Time:20150624142019,LButton
Time:20150624142020,LButton
Time:20150624142021,LButton
Time:20150624142021,WheelUp
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142022,WheelDown
Time:20150624142023,WheelUp
Time:20150624142024,WheelUp
Time:20150624142025,LButton
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142026,WheelDown
Time:20150624142028,LButton
Time:20150624142028,WheelUp
Time:20150624142028,WheelUp
Time:20150624142030,LButton
Time:20150624142035,WheelDown
Time:20150624142035,WheelDown
Time:20150624142035,WheelDown
